,Unnamed: 0,Name,language,genra,chapters,type,status,authors,published,score,views
6668,6668,Mahou Shoujo Madoka★Magica: Anthology Comic,EN/JA,"Drama,Fantasy,School",Chap 36,Manga,Publishing,"Ooi,Masakazu(Story&Art),Sekiya,Asami(Story&Art),Hotate,James(Story&Art),Tensugi,Takashi(Story&Art),Zara(Story&Art),Yamane,Masato(Story&Art),Mizutama(Story&Art),Mura,Kuroe(Story&Art),akka(Story&Art),Tozakura,Nagomi(Story&Art),Advenchara(Story&Art),Koume,Keito,Shimotsuki,Kinusa,Tachibana,Ayun,Imusanjo,kashmir,Kazama,Ayami,Ushiki,Yoshitaka,Daioki,Maeda,Risou,Unohana,Tsukasa,MagicaQuartet,KAKERU,Arai,Cherry,Rui,Tamachi,Purapa,Hanokage,Kobayashi,Tetsuya,Suzushiro,Seri,Shima,Tokio,Suga,Atsushi,Afro,Soumatou,Houmitsu,Tsurubuchi,Kenji,Kounosu,Satori","Sep12,2011to?",7.25,2509
6669,6669,Mahou Shoujo Madoka★Magica: Majuu-hen,EN,"Drama,Fantasy,Magic",Chap 9,Manga,Finished,"MagicaQuartet,Hanokage","Jun10,2015toOct8,2016",7.71,2872
6670,6670,Mahou Shoujo Ore,EN,"Comedy,Fantasy,GenderBender",Chap 10.2,Manga,Finished,"Moukon,Icchokusen","Nov13,2012toFeb13,2014",6.85,797
6671,6671,Mahouka Koukou no Rettousei: Kyuukousen-hen,EN/JA,"Action,Drama,Magic",Chap 32,Manga,Finished,"Kitaumi,Tsuna(Art),Satou,Tsutomu","Oct18,2013toMay18,2016",7.85,5031
6672,6672,Mahouka Koukou no Rettousei: Natsuyasumi-hen,EN/JA,"Action,Magic,Sci-Fi",Chap 14,Manga,Finished,"YuzukiN'(Art),Satou,Tsutomu","Oct27,2016toDec27,2017",7.26,2695
6673,6673,Mahouka Koukou no Rettousei: Nyuugaku-hen,EN/JA,"Fantasy,Sci-Fi,Shounen",Chap 22,Manga,Finished,"Hayashi,Fumino(Story),Kitaumi,Tsuna,Satou,Tsutomu","Dec17,2011toSep18,2013",7.79,5123
6674,6674,Mahouka Koukou no Rettousei: Steeplechase-hen,EN/JA,"Magic,Sci-Fi,Supernatural",Chap 23,Manga,Publishing,"Satou,Tsutomu,Aonagi,Nobu","Mar27,2019toNov27,2020",,5306
6675,6675,Maid and the Beast,EN,Comedy,Chap 8,Manga,Finished,"Kurimoto,Pinko(Story&Art)","Dec22,2015toNov15,2016",,72
6676,6676,Maid for Hire,EN,Romance,Chap 95,Manhwa,Publishing,,?,,1228
6677,6677,Maid Just Simply Love to Eat,EN/JA,"Comedy,SliceofLife",Chap 41,Manga,Publishing,"Maeya,Susumu(Story&Art)","Dec2,2019to?",7.21,885
6678,6678,Maid nara Touzen desu. – Nureginu wo Kiserareta Bannou Maid-san wa Tabi ni Deru Koto ni shimashita,EN/JA,"Fantasy,Historical",Chap 21,Manga,Publishing,,?,,444
6679,6679,Maid-sama!,EN/FR/JA,"Comedy,Romance,School",Chap 85,Manga,Finished,"Fujiwara,Hiro(Story&Art)","Dec24,2005toSep24,2013",8.41,125431
6680,6680,Maid-san in My House,JA,"Comedy,Romance,SliceofLife",Chap 50.5,Manga,Publishing,"Oohara,Roron(Story&Art)","Mar27,2015toOct27,2020",7.37,114
6681,6681,Maidens' Empire,EN/JA,"Ecchi,School,Seinen",Chap 290,Manga,Publishing,"Kishi,Torajiro(Story&Art)","Aug4,2010to?",7.46,6595
6682,6682,Maiko-san Chi no Makanai-san,EN/JA,"Shounen,SliceofLife",Chap 312,Manga,Publishing,"Koyama,Aiko(Story&Art)","Dec28,2016to?",7.83,6610
6683,6683,Mairimashita! Iruma-kun Kalego Gaiden,EN,"Comedy,Fantasy,School",Chap 5,Manga,Finished,"Nishi,Osamu","Apr15,2021to?",,10288
6684,6684,Maishiya Alexandrite E Youkoso: Kikakugai No Tokkyuu Housekishi To Mofumofu Housekijuu No Isekai Hanjouki,JA,"Adventure,Fantasy,Shounen",Chap 15,Manga,Publishing,,?,,326
6685,6685,Maison de Maid,EN,"Comedy,Historical,ShoujoAi",Chap 43.5,Manhwa,Finished,,?,,3350
6686,6686,Maison Ikkoku,EN/FR/JA,"Comedy,Drama,Romance",Chap 161,Manga,Finished,"Takahashi,Rumiko(Story&Art)","Oct14,1980toApr6,1987",8.15,6445
6687,6687,Maite wa Ikenai Rozen Maiden,JA,"Comedy,Parody,Seinen",Chap 11.5,Manga,Finished,Choboraunyopomi,"Dec27,2012toApr13,2014",,119
6688,6688,Maiwai,EN,Adventure,Chap 28,Manga,Finished,"Mochizuki,Minetaro","Jan1,2002toMar1,2008",,118
6689,6689,Maizen Sisters no Bouken – Mononokai Jinja to Tamayura no Hime,JA,"Adventure,Comedy,Seinen",Chap 17,Manga,Publishing,,?,,129
6690,6690,Majestic Prince,JA,"Action,Mecha,School",Chap 86,Manga,Publishing,"Niijima,Hikaru(Art),Ayamine,Rando","Nov1,2011toMar1,2019",,192
6691,6691,Majikaru Musou Tenshi Tsuki Irase!! Ryofuko-chan,EN,"Action,Comedy,Ecchi",Chap 4,Manga,Finished,"Suzuki,Jirou","Mar17,2007toNov17,2012",,151
6692,6692,Majin Tensei: The True Remembrance,EN,"Action,Demons,Fantasy",Chap 29,Manga,Finished,"Ueda,Shinshu,Atlus","Apr1,1994toAug1,1996",,212
6693,6693,Majo Maid wa Joou no Himitsu wo Shitte Iru,EN/JA,"Fantasy,Romance,Shoujo",Chap 15,Manga,Publishing,,?,,896
6694,6694,Majo no Geboku to Maou no Tsuno,EN/JA,"Comedy,Fantasy,Magic",Chap 93,Manga,Publishing,Mochi,"Apr12,2014to?",7.36,1195
6695,6695,Majonna,EN,"Drama,Horror,Seinen",Chap 10,Manga,Finished,"Mikamoto,Rei","Jun25,2016to?",,341
6696,6696,Major,EN/FR/JA,"Comedy,Drama,Shounen",Chap 747,Manga,Finished,"Mitsuda,Takuya(Story&Art)","Jul13,1994toJul7,2010",8.17,23803
6697,6697,Major 2nd,JA,"Comedy,Drama,Shounen",Chap 222,Manga,Publishing,"Mitsuda,Takuya","Mar11,2015to?",7.56,5497
6698,6698,Make the Best of It: Advance or Fall Behind,EN,"Action,Fantasy,Historical",Chap 6,Manhua,Publishing,,?,,727
6699,6699,Make the Exorcist Fall in Love,EN/JA,"Comedy,Romance",Chap 73,Manga,Publishing,,?,,68488
6700,6700,Make The Level Up To Max,EN,"Action,Fantasy,Harem",Chap 93,Manhua,Publishing,,?,,10409
6701,6701,Maken no Daydreamer,JA,"Action,Adventure,Fantasy",Chap 61,Manga,Publishing,"Muramatsu,Mayu,Nishi,Osyou","Apr15,2016to?",6.57,406
6702,6702,Maki Modori Koushaku Reijou desu ga Maou Cheat de Saikyou Yuusha ni narimashita!?,JA,"Comedy,Fantasy,Shoujo",Chap 8,Manga,Publishing,,?,,89
6703,6703,"Makikomarete Isekai Teni suru Yatsu wa, Taitei Cheat",JA,"Adventure,Comedy,Ecchi",Chap 39,Manga,Publishing,"Kamitsuki,Manmaru(Art),Kaitou,Hakobune(Story)","Jun15,2017to?",6.18,885
6704,6704,Makyo Seikatsu: Gakeppuchi Boken Sha Ga Hiki Komoru Ni Ha Hirosugiru,EN,"Action,Adventure,Demons",Chap 2,Manga,Publishing,,?,,1615
6705,6705,Makyou Kikoku Roku Tonari Awase no Hai to Seishun,EN/JA,"Action,Adventure,Fantasy",Chap 18,Manga,Publishing,,?,,475
6706,6706,Makyou Sodachi no Zennou Boukensha wa Isekai de Suki Katte Ikiru!! – Oi Dashita Kuse ni Modotte Koidato? Sonna no Shiruka!!,JA,"Action,Comedy,Fantasy",Chap 13,Manga,Publishing,,?,,138
6707,6707,Malaise Creature: Awaken,EN,"Action,Adventure,Ecchi",Chap 93,Manhua,Publishing,,?,,5026
6708,6708,MamaYuyu,EN/JA,"Adventure,Demons,Drama",Chap 29,Manga,Publishing,,?,,7411
6709,6709,Mame Coordinate,EN/JA,"Comedy,Drama,Seinen",Chap 5.5,Manga,Publishing,"Miyabe,Sachi(Story&Art)","Mar19,2016toFeb19,2018",,246
6710,6710,"Mamono wo Pet-ka suru Nouryoku ga Mezamemashita – Uchinoko, Kawaii keredo Saikyou desu!?",JA,"Comedy,Fantasy,Romance",Chap 8,Manga,Publishing,,?,,260
6711,6711,Man Crush,EN,"Romance,Yaoi",Chap 101,Manhwa,Finished,,?,,13049
6712,6712,Man who succeeds the dragon,EN/JA,"Action,MartialArts",Chap 131,Manga,Publishing,"Saruwatari,Tetsuya","Dec21,2015to?",,5076
6713,6713,Man'nen D ranku no chuunen bouken-sha,EN/JA,"Action,Ecchi,Fantasy",Chap 53,Manga,Publishing,"Haruki,Atsushi(Art),Kuzu,Shichio","Sep28,2018to?",6.28,13225
6714,6714,Manabi Ikiru wa Fuufu no Tsutome,EN,"Comedy,Romance,SliceofLife",Chap 95,Manga,Finished,"Kosame,Daizu(Story&Art)","Nov2,2017toNov8,2019",6.5,466
6715,6715,Manabiya Sanninkichisa,JA,"Comedy,School,Shoujo",Chap 24.5,Manga,Finished,"Yamada,Nanpei","Nov5,2004toJan5,2006",,76
6716,6716,Manager Kim,EN/KO,"Action,Drama,MartialArts",Chap 155,Manhwa,Publishing,,?,,43457
6717,6717,Manekarezaru Shinnyo,JA,Fantasy,Chap 16,Manga,Publishing,,?,,146
6718,6718,Manga Diary of a Male Porn Star,EN/JA,"Comedy,Ecchi",Chap 43.5,Manga,Publishing,"Kaeruno,Erefante(Story&Art)","Jan24,2020to?",,11115
6719,6719,Manga Dogs,EN/JA,"Comedy,Harem,School",Chap 39.5,Manga,Finished,"Tooyama,Ema","Jul28,2010toDec28,2013",6.7,534
6720,6720,"Manga Musical ""Touken Ranbu"" Bakumatsu Tenrouden",EN,"Action,Fantasy,Historical",Chap 3,Manga,Publishing,,?,,183
6721,6721,Manga Nippon No Rekishi Ga Wakaru Hon,JA,Comedy,Vol 3,Manga,Publishing,,?,,110
6722,6722,Manga Sutra,EN/JA,"Comedy,Ecchi,Romance",Chap 805,Manga,Publishing,"Katsu,Aki","Jan1,1997to?",7.29,24946
6723,6723,Mangaka-sensei to Zashiki Warashi,EN,"Comedy,Shounen,SliceofLife",Chap 30,Manga,Finished,,?,,990
6724,6724,Mango's Bone,EN,"Drama,Romance,SliceofLife",Chap 60.5,Manhwa,Finished,,?,,300
6725,6725,Manly Clothes Partner,EN/JA,"Comedy,Romance,Seinen",Chap 7,Manga,Publishing,,?,,3586
6726,6726,Manshuu Ahen Squad,EN/JA,"Action,Historical",Chap 178,Manga,Publishing,"Shikako(Art),Monma,Tsukasa","Apr9,2020to?",,8109
6727,6727,MAO,EN/FR/JA,"Shounen,Supernatural",Chap 243,Manga,Publishing,"Takahashi,Rumiko","May8,2019to?",7.0,10225
6728,6728,Mao's Boarding School,EN,"Comedy,School,Shoujo",Chap 16,Manga,Finished,"Anzai,Karin","Mar20,2019toFeb5,2020",,582
6729,6729,Maou Dante (2002),EN/JA,"Horror,Seinen",Chap 26,Manga,Finished,"Nagai,Go","Jan26,2002toNov26,2003",6.59,354
6730,6730,Maou Dou,JA,"Action,Fantasy",Chap 14,Manga,Publishing,,?,,224
6731,6731,Maou ga Zutto Miteiru,JA,"Action,Comedy,Fantasy",Chap 31,Manga,Publishing,,?,,321
6732,6732,Maou Gakuen No Hangyakusha,EN/JA,"Action,Comedy,Ecchi",Chap 40,Manga,Publishing,"Mizoguchi,Gelatin(Art),Kuji,Masamune","Apr9,2020to?",6.76,30976
6733,6733,Maou Gun No Kyuuseishu,JA,"Comedy,Fantasy",Chap 12,Manga,Publishing,,?,,560
6734,6734,Maou na Ore to Fushi-hime no Yubiwa,EN/JA,"Action,Comedy,Ecchi",Chap 19,Manga,Publishing,"Yaya,Hinata,Kankitsu,Yusura","Dec7,2012toMay30,2014",6.75,4797
6735,6735,"Maou O Taoshita Moto Yuusha, Moto No Sekai Ni Wa Modorenai To Ima Sara Iwareta No De, Oukoku O Sutete Suki Katte Ni Slowlife Shimasu!",JA,"Fantasy,SliceofLife",Chap 24,Manga,Publishing,,?,,454
6736,6736,"Maou o Toubatsu Shita Gouwan Yuusha, Shounin ni Tenshokusu",JA,"Action,Comedy,Fantasy",Chap 24,Manga,Publishing,,?,,173
6737,6737,Maou Sounanchuu!!! Yukai na Nakama-tachi wo Soete,EN/JA,"Comedy,Demons,Fantasy",Chap 16,Manga,Finished,"Enda,Marimo(Story&Art)","Jun9,2016toSep8,2018",7.18,267
6738,6738,Maou To Yuri,JA,"Comedy,Harem",Chap 11,Manga,Finished,,?,,881
6739,6739,Maou Tsukai No Saikyou Shihai,EN/JA,"Action,Comedy,Fantasy",Chap 28,Manga,Publishing,,?,,3168
6740,6740,Maou wa Senkyou Gakuen de Koi o Suru,JA,"Drama,Fantasy,Romance",Chap 8,Manga,Publishing,,?,,457
6741,6741,"Maou-sama, Retry!",EN,"Action,Adventure,Fantasy",Chap 25,Manga,Finished,"Kanzaki,Kurone,Minotake,Amaru","Oct20,2017toDec20,2019",6.91,10839
6742,6742,"MAOYU: Archenemy and Hero ""Become mine, Hero"" ""I refuse!""",EN,"Action,Adventure,Comedy",Chap 47,Manga,Finished,"Ishida,Akira(Art),Touno,Mamare","Apr26,2011toApr26,2016",8.04,7108
6743,6743,March Comes in Like a Lion,EN/FR/JA,"Drama,Game,Seinen",Chap 209,Manga,Publishing,"Umino,Chika(Story&Art)","Jul13,2007to?",8.88,30045
6744,6744,March Story,JA,"Action,Drama,Fantasy",Chap 9,Manga,Finished,"Kim,HyungMin(Story),Yang,Kyung-il","Dec19,2007toJan19,2013",7.79,44
6745,6745,Marginal Operation,EN/JA,"Action,Military,Seinen",Chap 82,Manga,Publishing,"Shibamura,Yuri(Story),Kimura,Daisuke(Art)","May25,2013toJan25,2021",7.45,7701
6746,6746,Marginal Taylor,EN/JA,"Action,Drama,Sci-Fi",Chap 25,Manga,Finished,,?,,626
6747,6747,Margrave’s Bastard Son was The Emperor,EN,"Action,Adventure,Fantasy",Chap 39,Manhwa,Publishing,,?,,5702
6748,6748,Maria Is Invisible Girl,EN,"Comedy,Ecchi,Romance",Chap 7,Manga,Finished,"Inoue,Kazurou","May2,2014toJan30,2015",,1789
6749,6749,Maria the Rose,EN/JA,"Action,Adventure,Comedy",Chap 12,Manga,Finished,"Sunao,Misuzu(Art),Jyumonji,Ao","Oct10,2006toFeb10,2009",6.52,230
6750,6750,Maria's conviction,EN/JA,"Drama,Psychological,Seinen",Chap 32,Manga,Publishing,,?,,42235
6751,6751,Marielle Clarac engagement,EN/JA,"Comedy,Josei,Romance",Chap 51,Manga,Publishing,"Momo,Haruka(Story),Mitani,Tomoko","Sep28,2018to?",6.81,1213
6752,6752,Marigold in 4 Minutes,EN,"Romance,Seinen,SliceofLife",Chap 27,Manga,Finished,Kirie(Story&Art),"May15,2017toFeb5,2018",,196
6753,6753,Marika-chan and Her Gentle Love Slave,EN,"Drama,Psychological,Romance",Chap 15,Manga,Finished,,?,,11483
6754,6754,Mariko at 80,EN/JA,"Josei,SliceofLife",Chap 42,Manga,Publishing,"Ozawa,Yuki","Jun1,2016to?",,247
6755,6755,Marionetta,EN,Fantasy,Chap 28,Manhwa,Publishing,,?,,435
6756,6756,Maris Stella of Doomsday,EN,"Action,Adventure,Sci-Fi",Chap 14,Manga,Finished,"Takano,Chiharu","Jan4,2012toApr5,2014",,105
6757,6757,Marmalade Boy,EN/JA,"Comedy,Drama,Romance",Vol 8,Manga,Finished,"Yoshizumi,Wataru(Story&Art)","May1,1992toOct1,1995",7.61,711
6758,6758,Marriage Gray,EN/JA,"Romance,Seinen,SliceofLife",Chap 86,Manga,Publishing,,?,,6975
6759,6759,Marriage Hunting of the Legendary Brave,EN/JA,"Action,Adventure,Comedy",Chap 15,Manga,Finished,"Nakamura,Takatoshi","May2,2016toJul4,2017",6.99,1182
6760,6760,Marriage of Convenience,EN,"Drama,Fantasy,Josei",Chap 24,Manhwa,Publishing,,?,,4637
6761,6761,Marriage Toxin,EN/FR/JA,"Action,Romance",Chap 100,Manga,Publishing,s:MANGAPlus,"Apr19,2022to?",,43537
6762,6762,Marriage With a Strange Tributary God,EN,"Josei,Romance,Supernatural",Chap 5,Manga,Finished,,?,,6355
6763,6763,Marriage Without Love,EN,"Josei,Romance",Chap 5,Manga,Finished,"Jordan,Penny,Shibata,Ayako","Jan1,2004to?",6.14,80
6764,6764,Marry A Girl Friend,EN,"ShoujoAi,SliceofLife",Chap 8.5,Manga,Publishing,"Usui,Shio","Nov18,2020to?",7.07,395
6765,6765,Marry Me!,EN,Romance,Chap 113,Manhwa,Publishing,,?,,3279
6766,6766,Marry My Husband,EN,"Drama,Fantasy,Josei",Chap 58.1,Manhwa,Publishing,,?,,41525
6767,6767,Mars,EN/JA,"Drama,Psychological,Romance",Chap 41,Manga,Finished,"Souryo,Fuyumi(Story&Art)","Jan13,1996toNov13,2000",8.33,6643
6768,6768,Mars Red,EN/JA,"Action,Historical,Military",Chap 15,Manga,Publishing,"Fujisawa,Bunoh(Story),Karakara,Kemuri","Nov5,2019to?",7.34,1686
6769,6769,Marshal Is Jealous Everyday,EN,Drama,Chap 274,Manhua,Publishing,,?,,552
6770,6770,Martial Artist Lee Gwak,EN,"Action,Adventure,MartialArts",Chap 100,Manhwa,Publishing,,?,,7399
6771,6771,Martial Arts Peak,EN,"Action,Fantasy,MartialArts",Chap 25,Manhua,Publishing,,?,,2232
6772,6772,Martial Arts Reigns,EN,"Action,Adventure,Fantasy",Chap 631,Manhua,Publishing,,?,,63419
6773,6773,Martial Demon King,EN,"Action,Adventure,Demons",Chap 29,Manhwa,Publishing,,?,,13062
6774,6774,Martial God Asura,EN,"Action,Adventure,MartialArts",Chap 790,Manhua,Publishing,,?,,59338
6775,6775,Martial God Chat Group,EN,"Action,Adventure,MartialArts",Chap 27,Manhua,Publishing,,?,,1484
6776,6776,Martial God Regressed to Level 2,EN,"Action,Fantasy,MartialArts",Chap 67,Manhwa,Publishing,,?,,114353
6777,6777,Martial inverse,EN,"Action,Adventure,Fantasy",Chap 343,Manhua,Publishing,,?,,16997
6778,6778,Martial Legacy,EN,"Action,Fantasy,Horror",Chap 199,Manhua,Publishing,,?,,4532
6779,6779,Martial Master,EN,"Action,Adventure,MartialArts",Chap 548,Manhua,Publishing,,?,,9811
6780,6780,Martial Master Asumi,EN,"Action,Sports",Chap 32,Manga,Publishing,s:ShounenJump+,"Jun18,2023to?",,5019
6781,6781,Martial Peak,EN/FR,"Action,Adventure,Fantasy",Chap 3758,Manhua,Publishing,,?,,515259
6782,6782,Martial Star Ocean,EN,"Action,Adventure,Fantasy",Chap 37,Manhua,Publishing,,?,,724
6783,6783,Martial Streamer,EN,"Action,Adventure,Fantasy",Chap 43,Manhwa,Publishing,,?,,5321
6784,6784,Martial Wild West,EN,"Action,Adventure,Drama",Chap 62,Manhwa,Publishing,,?,,5109
6785,6785,"Maryoku ga nai to Kandousaremashita ga, Oukyuu de Seijou Hajimemasu",JA,"Fantasy,Romance,Shoujo",Chap 12,Manga,Publishing,,?,,336
6786,6786,Masaki no Pan,EN/JA,"Seinen,SliceofLife",Chap 111,Manga,Publishing,"Yamahana,Noriyuki,Takahashi,Yoshiyuki","Aug21,2015to?",,377
6787,6787,Masamune-kun's Revenge,EN/JA,"Comedy,Harem,Romance",Chap 68,Manga,Finished,"Tiv,Takeoka,Hazuki","Oct27,2012toJun27,2018",7.32,136970
6788,6788,Masamune-kun's Revenge: Engagement,EN,"Comedy,Romance",Chap 11,Manga,Publishing,,?,,23221
6789,6789,Mashle: Magic and Muscles,EN/ES-MX/FR/JA/PT-BR,"Action,Comedy,Magic",Chap 162.5,Manga,Finished,"Koumoto,Hajime(Story&Art)","Jan27,2020toJul2,2023",7.71,1217222
6790,6790,Masked Rider,EN,"Action,Drama,Sci-Fi",Chap 7,Manga,Finished,"Ishinomori,Shoutarou","Jan1,1971to?",6.73,582
6791,6791,Masked Rider Kuuga,EN,"Action,Seinen",Chap 5,Manga,Publishing,"Yokoshima,Hitotsu(Art),Inoue,Toshiki","Nov1,2014to?",,260
6792,6792,Massacre Happy End,EN/JA,"Horror,Mystery,Psychological",Chap 55,Manga,Finished,"Mukoura,Hirokazu,Miyatsuki,Arata","Aug3,2017toDec5,2019",7.17,29095
6793,6793,Massugu ni Ikou,JA,"Comedy,Josei,SliceofLife",Vol 12,Manga,Finished,Kira,"Nov1,1991to?",,35
6794,6794,Master Keaton,EN/FR/JA,"Adventure,Drama,Historical",Chap 144,Manga,Finished,"Katsushika,Hokusei(Story),Urasawa,Naoki","Nov1,1988toAug1,1994",7.73,6922
6795,6795,Master Of Legendary Realms,EN,"Action,Fantasy,MartialArts",Chap 430,Manhua,Publishing,,?,,5091
6796,6796,Master of Monster,EN/JA,"Action,Adventure,Fantasy",Chap 71,Manga,Publishing,"Higure,Minto(Story),Sakura,Souichirou(Art)","Oct27,2017to?",6.33,6139
6797,6797,Master of Ragnarök & Blesser of Einherjar,EN,"Fantasy,Harem",Chap 48,Manga,Publishing,"chany(Art),Takayama,Seiichi","Feb13,2015to?",6.6,1156
6798,6798,Master of the Fox Bead,EN,"Action,Fantasy,ShoujoAi",Chap 1,Manhwa,Finished,,?,,474
6799,6799,Master of the Magic Guild: Reborn and Starting Over Now for the Second Time at the Academy,EN/JA,"Action,Fantasy",Chap 44,Manga,Publishing,,?,,3775
6800,6800,Master of Villains,EN,"Action,Drama,Fantasy",Chap 5,Manhwa,Publishing,,?,,891
6801,6801,Master: This Villainous Disciple Is Not The Holy Child,EN,"Action,Drama,Fantasy",Chap 74,Manhua,Publishing,,?,,12268
6802,6802,Masters of Lightning Knives,EN,"Action,Adventure,Comedy",Chap 181,Manhwa,Publishing,,?,,18079
6803,6803,Masuda Kousuke Gekijou: Gag Mangabiyori,JA,"Comedy,Shounen",Chap 311.5,Manga,Finished,"Masuda,Kousuke(Story&Art)","Dec6,1999toJan1,2014",,1751
6804,6804,Masuraoh,EN,"Action,Comedy,Seinen",Chap 71.5,Manga,Finished,"Sakamoto,Shinichi","Jan1,2005toJan1,2006",6.68,238
6805,6805,Mata Kite ne Shitami-san,JA,"Action,Comedy,Shounen",Chap 10,Manga,Publishing,"Aoki,Juntarou,Takahara,Hirota","Jun9,2020to?",,139
6806,6806,Mata no Okoshi wo!,JA,"Comedy,Drama,Romance",Chap 11,Manga,Publishing,,?,,130
6807,6807,"Mata, Onaji Yume wo Miteita",EN,Drama,Chap 12,Manga,Finished,"Kirihara,Idumi,Sumino,Yoru","Sep23,2017toAug25,2018",8.45,3010
6808,6808,Matagi Gunner,EN,"Action,Seinen,Sports",Chap 50,Manga,Publishing,,?,,1867
6809,6809,Mataku no Vermut,JA,"Comedy,Fantasy,Shounen",Chap 24,Manga,Publishing,,?,,295
6810,6810,Match Made in Heaven,EN,"Drama,Romance",Chap 51,Manhwa,Finished,,?,,4111
6811,6811,Match Made in Hell,EN,Romance,Chap 82,Manhwa,Publishing,,?,,1072
6812,6812,Matcha Made in Heaven,EN,"Josei,Romance",Chap 36,Manga,Finished,,?,,15243
6813,6813,Matchless Emperor,EN,"Action,Fantasy,MartialArts",Chap 324,Manhua,Publishing,,?,,10291
6814,6814,Matchmaker Hero,EN,Sci-Fi,Chap 26,Manhwa,Finished,,?,,89
6815,6815,Matei Kyoushi to Juuzoku Shoujo no Haitoku Keiyaku,EN/JA,"Action,Comedy,Ecchi",Chap 11,Manga,Finished,,?,,37257
6816,6816,Material Brave,JA,"Action,Adventure,Fantasy",Chap 10.5,Manga,Publishing,,?,,138
6817,6817,Mathematics Golden,EN/JA,"School,Seinen",Chap 12,Manga,Publishing,"Kuramaru,Tatsuhika(Story&Art)","Sep9,2019to?",,463
6818,6818,Matome Groggy Heaven,JA,"Romance,School,Shoujo",Chap 14.4,Manga,Publishing,"Mitao,Den(Story&Art)","Jan28,2015to?",,224
6819,6819,Matsukage ni Ikou,JA,"Drama,Historical,Seinen",Chap 13,Manga,Publishing,"Amase,Shiori","Dec4,2018to?",,102
6820,6820,Mattaku Saikin no Tantei to Kitara,EN/JA,"Comedy,Mystery,Seinen",Chap 105,Manga,Publishing,"Igarashi,Masakuni","Apr27,2016to?",7.43,1659
6821,6821,Max Level Player,EN,"Action,Adventure,Comedy",Chap 65,Manhwa,Publishing,,?,,42399
6822,6822,Max Level Returner,EN/KO,"Action,Adventure,Fantasy",Chap 143,Manhwa,Publishing,,?,,39002
6823,6823,Maxed Strength Stats Necromancer,EN,"Action,Drama,Fantasy",Chap 37,Manhua,Publishing,,?,,5771
6824,6824,Maximum Ride: The Manga,EN,"Adventure,Drama,Fantasy",Chap 57,Manga,Finished,,?,,9322
6825,6825,May I Ask For One Final Thing?,EN/JA,"Action,Comedy,Romance",Chap 43,Manga,Publishing,"Hoonoki,Sora(Art),Ootori,Nana(Story)","Jun5,2019to?",7.41,8325
6826,6826,May I take your glasses off?,EN,"Comedy,Romance,School",Chap 8,Manga,Finished,"Ootani,Hanayo(Story&Art),Ikeyamada,Go,Kurumatani,Haruko,Chiba,Kozue,Shiraishi,Yuki,Mamura,Mio,Naoda,Tsuboko,Hattori,Miki","Jul24,2009to?",7.12,283
6827,6827,May the Holy One Come,EN,"Drama,Fantasy,Josei",Chap 8,Manhwa,Publishing,,?,,872
6828,6828,May Your Soul Rest in Magdala,EN,"Drama,Fantasy,Seinen",Chap 21,Manga,Finished,"Arisaka,Ako(Art),Hasekura,Isuna","May2,2013toApr4,2015",7.32,289
6829,6829,May's Maiden,EN/JA,"Drama,Game,Shounen",Chap 14,Manga,Publishing,"Gakukirio(Story),Re:lucy","Apr22,2017toJul22,2019",,1700
6830,6830,Maya's World,EN,Drama,Chap 93,Manhwa,Publishing,,?,,161
6831,6831,"Maybe Akira-kun, Maybe Akira-chan",EN,"Comedy,Romance",Chap 6,Manga,Finished,,?,,1550
6832,6832,Maybe Meant to Be,EN,"Comedy,Drama,Josei",Chap 80,Manhwa,Publishing,,?,,104855
6833,6833,Mayuri san no Iru Sento,JA,"Comedy,Romance,Shounen",Chap 14,Manga,Publishing,,?,,3124
6834,6834,Mazinger Z,EN,"Action,Comedy,Mecha",Vol 5,Manga,Finished,"Nagai,Go","Oct2,1972toAug13,1973",6.67,166
6835,6835,Mazu Rice Elf and Nomadic Life,EN/JA,"Adventure,Fantasy,SliceofLife",Chap 92,Manga,Publishing,"Ooma,Kurou(Story),Watanabe,Takashi(Art)","Jul15,2017to?",7.01,3294
6836,6836,Me & My Brothers,EN/JA,"Comedy,Shoujo",Chap 58.6,Manga,Finished,"Tokeino,Hari","Mar17,2003toMar24,2009",7.67,954
6837,6837,Me & Roboco,EN/JA,"Comedy,Sci-Fi,Shounen",Chap 200,Manga,Publishing,"Miyazaki,Shuuhei","Jul6,2020to?",5.96,10517
6838,6838,Me and Basil's Automata,EN,Comedy,Chap 17,Manga,Publishing,,?,,137
6839,6839,Me and Kumakura-san,EN,"Comedy,Romance,Seinen",Chap 14.5,Manga,Finished,,?,,5053
6840,6840,Me and My Gangster Neighbour,EN,"Comedy,Shounen",Chap 31,Manga,Publishing,s:ShounenJump+,"Dec4,2022to?",,4764
6841,6841,Me and My Zoo,EN,"Comedy,ShounenAi,SliceofLife",Chap 15,Manhua,Publishing,,?,,160
6842,6842,Me and the Devil Blues: The Unreal Life of Robert Johnson,EN/JA,"Drama,Historical,Horror",Chap 33,Manga,Publishing,"Hiramoto,Akira(Story&Art)","Jan1,2005to?",8.06,3864
6843,6843,Me and You Dungeon War,JA,"Action,Comedy,Fantasy",Chap 7,Manga,Publishing,,?,,190
6844,6844,"Me, a Staple Food that Matched with the Mononoke Girls",EN,"Comedy,Ecchi,Supernatural",Chap 4,Manga,Finished,"Fuji,Koyomi","Jun26,2020to?",,6616
